SYMBOL,Security Name
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.
INTECCAP,INTEC CAPITAL LTD.
RAJGASES,RAJASTHAN GASES LTD.
SIDDHEGA,SIDDHESWARI GARMENTS LTD.
63MOONS,63 Moons Technologies Ltd
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$
MKTCREAT,MARKET CREATORS LTD.
HFIL,Himalaya Food International Ltd
SONALAD,SONAL ADHESIVES LTD.
PADMAIND,Padmanabh Industries Limited
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$
ARUNIS,Arunis Abode Ltd
TYROON,TYROON TEA CO.LTD.
LAOPALA,LA OPALA RG LTD.
STYLAMIND,Stylam Industries Limited
VENUSREM,VENUS REMEDIES LTD.
LASTMILE,Last Mile Enterprises Ltd
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.
HEERAISP,HEERA ISPAT LTD.
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.
CRIMSON,Crimson Metal Engineering Company Ltd
SHBAJRG,Shri Bajrang Alliance Ltd
ASHOKRE,ASHOKA REFINERIES LTD.
URJA,URJA GLOBAL LTD.
ASHAPURMIN,ASHAPURA MINECHEM LTD.
SHREEPAC,SHREE PACETRONIX LTD.
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.
INDIACEM,INDIA CEMENTS LTD.
JKTYRE,JK TYRE & INDUSTRIES LTD.
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.
SIL,STANDARD INDUSTRIES LTD.
JUBLPHARMA,Jubilant Pharmova Ltd
THEINVEST,The Investment Trust Of India Ltd
SAMYAKINT,SAMYAK INTERNATIONAL LTD.
AADIIND,AADI INDUSTRIES LTD.
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.
ACKNIT,ACKNIT INDUSTRIES LTD.
TITANSEC,TITAN SECURITIES LTD.
REALECO,Real Eco-Energy Ltd
HRMNYCP,HARMONY CAPITAL SERVICES LTD.
VIVANZA,Vivanza Biosciences Ltd
YASHRAJC,YASHRAJ CONTAINEURS LTD.
LORDSHOTL,Lords Ishwar Hotels Limited
CSLFINANCE,CSL Finance Ltd
SANGHVIMOV,SANGHVI MOVERS LTD.
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$
FRSHTRP,FRESHTROP FRUITS LTD.
FAZE3Q,FAZE THREE LTD.-$
PRADHIN,Pradhin Ltd
ANUPAM,Anupam Finserv Ltd
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.
PRIVISCL,Privi Speciality Chemicals Ltd
NATRAJPR,NATRAJ PROTEINS LTD.
SAMRATPH,SAMRAT PHARMACHEM LTD.-$
NPRFIN,NPR FINANCE LTD.
NILE,NILE LTD.
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.
AMCOIND,AMCO INDIA LTD.-$
OPTIEMUS,Optiemus Infracom Ltd
KREONFIN,KREON FINNANCIAL SERVICES LTD.
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.
KISAN,KISAN MOULDINGS LTD.-$
GARODCH,GARODIA CHEMICALS LTD.
KERALAYUR,KERALA AYURVEDA LTD.
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.
MOHITPPR,MOHIT PAPER MILLS LTD.
DAULAT,DAULAT SECURITIES LTD.
OSCARGLO,OSCAR GLOBAL LTD.
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$
SURATRAML,Surat Trade and Mercantile Ltd
ATHARVENT,ATHARV ENTERPRISES LTD.
FUNDVISER,Fundviser Capital (India) Ltd
THEMISMED,THEMIS MEDICARE LTD.
KALLAM,Kallam Textiles Ltd-$
BRAWN,BRAWN BIOTECH LTD.
FORINTL,FORTUNE INTERNATIONAL LTD.
KINGSINFR,Kings Infra Ventures Limited
SWOEF,SWOJAS ENERGY FOODS LTD.
SUBSM,SUBHASH SILK MILLS LTD.
AUROLAB,AURO LABORATORIES LTD.
KJMCFIN,KJMC FINANCIAL SERVICES LTD.
SUVEN,SUVEN LIFE SCIENCES LTD.
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.
BRIDGESE,BRIDGE SECURITIES LTD.
RISAINTL,RISA INTERNATIONAL LTD.
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.
KAYPOWR,KAY POWER AND PAPER LTD.
INTSTOIL,INTER STATE OIL CARRIER LTD.
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.
ARIGATO,Arigato Universe Ltd
RICHUNV,RICH UNIVERSE NETWORK LTD.
QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.
SPCAPIT,SP CAPITAL FINANCING LTD.
PAOS,Paos Industries Ltd
SHRAJOI,SHRI RAJIVLOCHAN OIL EXTRACTION LTD.
KOTHARIPRO,KOTHARI PRODUCTS LTD.
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.
CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$
KIMIABL,Kimia Biosciences Ltd
HINDTIN,HINDUSTAN TIN WORKS LTD.-$
GODAVARI,GODAVARI DRUGS LTD.
PREMCO,PREMCO GLOBAL LTD.-$
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$
ASIANENE,Asian Energy Services Ltd
KBSINDIA,KBS INDIA LIMITED
PRABHHANS,Prabhhans Industries Ltd
UGARSUGAR,UGAR SUGAR WORKS LTD.-$
ORIENTBELL,ORIENT BELL LIMITED-$
NRBBEARING,NRB BEARINGS LTD.
VAMSHIRU,VAMSHI RUBBER LTD.
NILAINFRA,NILA INFRASTRUCTURES LTD.
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.
VINYOFL,VINYOFLEX LTD.
JINDCAP,JINDAL CAPITAL LTD.
EPIC,EPIC ENERGY LTD.-$
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.
KUWERIN,KUWER INDUSTRIES LTD.
CHOKSI,CHOKSI IMAGING LTD.
ASHISHPO,ASHISH POLYPLAST LTD.
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.
SIDDHA,SIDDHA VENTURES LTD.
KIRANSY-B,KIRAN SYNTEX LTD.
SUMERUIND,SUMERU INDUSTRIES LTD.
RUNGTAIR,RUNGTA IRRIGATION LTD.
CINERAD,CINERAD COMMUNICATIONS LTD.
VALSONQ,VALSON INDUSTRIES LTD.-$
SABOOSOD,SABOO SODIUM CHLORO LTD.
GSLSEC,GSL SECURITIES LTD.
TINNARUBR,Tinna Rubber and Infrastructure Limited
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.
STRATMONT,Stratmont Industries Ltd
AKCAPIT,A.K.CAPITAL SERVICES LTD.
RELAXO,RELAXO FOOTWEARS LTD.-$
VIRAT,VIRAT INDUSTRIES LTD.
RRETAIL,Rajnish Retail Ltd
TERAI,TERAI TEA CO.LTD.
COSCO,COSCO (INDIA) LTD.-$
KENFIN,KEN FINANCIAL SERVICES LTD.
SHILPAMED,SHILPA MEDICARE LTD.
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.
POPEES,Popees Cares Ltd
EXPLICITFIN,EXPLICIT FINANCE LTD.
LADDERUP,LADDERUP FINANCE LTD.
UYFINCORP,U. Y. Fincorp Ltd
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
SWASTIKA,SWASTIKA INVESTMART LTD.
PRIMAPLA,PRIMA PLASTICS LTD.
TELECANOR,TELECANOR GLOBAL LTD.
JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.
GARGFUR,GARG FURNACE LTD.
SAMPRE,SAMPRE NUTRITIONS LTD.
AAIL,Akar Auto Industries Ltd
VIPULORG,Vipul Organics Ltd
ECORECO,ECO RECYCLING LTD.
GOODLUCK,Goodluck India Ltd
GOYALASS,GOYAL ASSOCIATES LTD.
ZENITHHE,ZENITH HEALTH CARE LTD.
ACEENGITEC,Ace Engitech Ltd
YORKEXP,YORK EXPORTS LTD.
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
LYKISLTD,Lykis Limited
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$
ZENLABS,Zenlabs Ethica Ltd
RAJRILTD,Raj Rayon Industries Limited-$
FLORATX,FLORA TEXTILES LTD.
GOWRALE,GOWRA LEASING & FINANCE LTD.
JAGANLAM,JAGAN LAMPS LTD.
AJEL,AJEL LTD.
ALPSINDUS,ALPS INDUSTRIES LTD.
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.
ENCODE,Encode Packaging India Ltd
SUPERBAK,SUPER BAKERS (INDIA) LTD.
OVOBELE,OVOBEL FOODS LTD.
CHALLANI,Challani Capital Ltd
CORNE,CORAL NEWSPRINTS LTD.
STERTOOLS,STERLING TOOLS LTD.-$
AGARWAL,Agarwal Fortune India Ltd
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
INLANPR,INLAND PRINTERS LTD.
CEEJAY,CEEJAY FINANCE LTD.
SUNCITYSY,SUNCITY SYNTHETICS LTD.
SHGANEL,SHREE GANESH ELASTOPLAST LTD.
ANNAINFRA,ANNA INFRASTRUCTURES LTD.
BHAGERIA,Bhageria Industries Ltd
BNRUDY,BNR UDYOG LTD.
KRBL,KRBL LTD.
SSPDL,SSPDL LTD.-$
DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.
CILSEC,CIL SECURITIES LTD.
CLIOINFO,CLIO INFOTECH LTD.
CUPID,CUPID LTD.-$
SUNSHIEL,SUNSHIELD CHEMICALS LTD.
HIPOLIN,HIPOLIN LTD.
GDLLEAS,GDL LEASING & FINANCE LTD.
CHEMBOND,CHEMBOND CHEMICALS LTD.-$
CIFL,Capital India Finance Ltd
ABVL,Arunjyoti Bio Ventures Ltd
SUCROSA,SUPER CROP SAFE LTD.
NGIND,N.G.INDUSTRIES LTD.-$
ASIAPAK,ASIA PACK LTD.
ERPSOFT,ERP SOFT SYSTEMS LTD.
RRSECUR,R.R.SECURITIES LTD.
REMSONSIND,REMSONS INDUSTRIES LTD.
RAMSONS,RAMSONS PROJECTS LTD.
HARAFIN,HARYANA FINANCIAL CORPORATION LTD.
EUROASIA,EURO ASIA EXPORTS LTD.
STANPACK,STANPACKS (INDIA) LTD.
SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.
RAMINFO,RAMINFO LIMITED
SUNILAGR,SUNIL AGRO FOODS LTD.-$
DIANATEA,DIANA TEA CO.LTD.
VIKASECO,Vikas EcoTech Ltd
IOC,INDIAN OIL CORPORATION LTD.
ALFAICA,ALFA ICA (INDIA) LTD.
SKCIL,Shri Keshav Cements And Infra Ltd
INDIAHOME,INDIA HOME LOAN LTD.
ROOPAIND,ROOPA INDUSTRIES LTD.
UNIQUEO,UNIQUE ORGANICS LTD.
BALAMINES,BALAJI AMINES LTD.-$
SWRNASE,SWARNA SECURITIES LTD.
ARISE,ARIHANT'S SECURITIES LTD.
VISAGAR,VISAGAR FINANCIAL SERVICES LTD.
LIBORD,LIBORD SECURITIES LTD.
ERAAYA,Eraaya Lifespaces Ltd
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.
ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.
NEELKAN,NEELKANTH ROCKMINERALS LTD.
VINTAGES,VINTAGE SECURITIES LTD.
OSWALOR,OSWAL OVERSEAS LTD.
CONTILI,CONTIL INDIA LTD.
VIJSOLX,VIJAY SOLVEX LTD.
SHRIKRISH,SHRI KRISHNA DEVCON LTD.
ALANKIT,Alankit Ltd
NIHARINF,NIHAR INFO GLOBAL LTD.
UNITDCR,UNITED CREDIT LTD.
OMINFRAL,OM Infra Ltd
CHECKPOINT,Checkpoint Trends Ltd
ISHANCH,ISHAN DYES & CHEMICALS LTD.
GOTHIPL,GOTHI PLASCON (INDIA) LTD.
BALUFORGE,Balu Forge Industries Ltd
CEENIK,CEENIK EXPORTS (INDIA) LTD.
PATELENG,PATEL ENGINEERING LTD.-$
MENAMANI,Mena Mani Industries Ltd
INANI,INANI MARBLES & INDUSTRIES LTD.
GEMSI,GEMSTONE INVESTMENTS LTD.
ELFORGE,EL FORGE LTD.-$
MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$
ALICON,Alicon Castalloy Limited
DILIGENT,DILIGENT INDUSTRIES LTD.
EPSOMPRO,EPSOM PROPERTIES LTD.
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.
ORGCOAT,ORGANIC COATINGS LTD.
CATVISION,Catvision Limited
ABMKNO,ABM KNOWLEDGEWARE LTD.
EMAMILTD,EMAMI LTD.-$
KEMISTAR,Kemistar Corporation Limited
ASSOCER,ASSOCIATED CERAMICS LTD.
SKPSEC,SKP SECURITIES LTD.
SYSCHEM,SYSCHEM (INDIA) LTD.
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.
HEMANG,Hemang Resources Ltd
ARMANFIN,ARMAN FINANCIAL SERVICES LTD.
GLANCE,GLANCE FINANCE LTD.
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.
TRADEWELL,Tradewell Holdings Ltd
SPRIGHT,Spright Agro Ltd
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.
COLINZ,COLINZ LABORATORIES LTD.
NLFL,NALIN LEASE FINANCE LTD.
MANAPPURAM,MANAPPURAM FINANCE LTD.
RTSPOWR,RTS POWER CORPORATION LTD.
COMFINTE,COMFORT INTECH LTD.-$
SHYAMACOMP,Shyama Computronics and Services Ltd
MAYURFL,MAYUR FLOORINGS LTD.
ANJANI,ANJANI SYNTHETICS LTD.-$
XTGLOBAL,Xtglobal Infotech Ltd
DECOMIC,DECO-MICA LTD.
RANDER,RANDER CORPORATION LTD.
RASIELEC,RASI ELECTRODES LTD.
SCOOBEEDAY,Scoobee Day Garments (India) Ltd
CITIPOR,CITIPORT FINANCIAL SERVICES LTD.
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.
SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.
LINC,Linc Ltd-$
PRIMAIN,PRIMA INDUSTRIES LTD.
INDGELA,INDIA GELATINE & CHEMICALS LTD.-$
OPTIFIN,Optimus Finance Ltd
PARAGONF,PARAGON FINANCE LTD.
PRATIKSH,PRATIKSHA CHEMICALS LTD.
ESHAMEDIA,Esha Media Research Limited
REFEXRENEW,Refex Renewables & Infrastructure Ltd
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.
NIKKIGL,NIKKI GLOBAL FINANCE LTD.
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.
ELIXIR,Elixir Capital Ltd
TRISHAKT,Trishakti Industries Ltd
PANKAJPO,PANKAJ POLYMERS LTD.
MARBLE,Marble City India Ltd
CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.
LEADFIN,LEAD FINANCIAL SERVICES LTD.
NATFIT,National Fittings Limited
ARTEFACT,ARTEFACT PROJECTS LTD.
AMITINT,AMIT INTERNATIONAL LTD.
NUTECGLOB,NUTECH GLOBAL LTD.
DHPIND,DHP INDIA LTD.
RRIL,RRIL Ltd
AVAILFC,AVAILABLE FINANCE LTD.
INTCAPL,Integra Capital  Ltd
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd
JAYIND,Jayatma Industries Ltd
ROSELABS,ROSELABS FINANCE LTD.
CHARMS,CHARMS INDUSTRIES LTD.
KRETTOSYS,Kretto Syscon Ltd
VIKALPS,VIKALP SECURITIES LTD.
ZYDUSWELL,ZYDUS WELLNESS LTD.-$
WINPRO,WinPro Industries Ltd
MILESTONE,MILESTONE GLOBAL LTD.
BERVINL,BERVIN INVESTMENT & LEASING LTD.
GUJINV,GUJARAT INVESTA LTD.
CONCOR,CONTAINER CORPORATION OF INDIA LTD.
EASTRED,EASTERN TREADS LTD.
PANACEABIO,PANACEA BIOTEC LTD.
PEETISEC,PEETI SECURITIES LTD.
MERCURYEV,Mercury Ev-Tech Ltd
CHOICEIN,CHOICE INTERNATIONAL LTD.
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.
EKANSH,Ekansh Concepts Ltd
SPAR,Sparc Electrex Ltd
BYKE,THE BYKE HOSPITALITY LTD.
CSURGSU,CENTENIAL SURGICAL SUTURE LTD.
ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$
HASTIFIN,HASTI FINANCE LTD.
UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.
PADAMCO,PADAM COTTON YARNS LTD.
POLYCON,POLYCON INTERNATIONAL LTD.
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.
ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.
LWSKNIT,LWS KNITWEAR LTD.
ANSINDUS,ANS Industries Ltd
ALCHCORP,ALCHEMIST CORPORATION LTD.
TUNITEX,TUNI TEXTILE MILLS LTD.
RADIXIND,Radix Industries (India) Limited
KIRANPR,KIRAN PRINT-PACK LTD.
NARPROP,NARENDRA PROPERTIES LTD.
MEGACOR,MEGA CORPORATION LTD.
TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$
SYTIXSE,SYSTEMATIX SECURITIES LTD.
SUNGOLD,SUNGOLD CAPITAL LTD.
PWASML,Prakash Woollen & Synthetic Mills Ltd
GOLDTECH,Aion-Tech Solutions Ltd
LYONSCO,LYONS CORPORATE MARKET LTD.
VARDHMAN,Vardhman Concrete Limited
GRMOVER,GRM OVERSEAS LTD.
MOHITIND,MOHIT INDUSTRIES LTD.-$
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.
MINAXI,MINAXI TEXTILES LTD.
CONTICON,CONTINENTAL CONTROLS LTD.
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.
DUKEOFS,DUKE OFFSHORE LTD.
CYBELEIND,CYBELE INDUSTRIES LTD.
FILME,FILMCITY MEDIA LTD.
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.
NAVKAR,Navkar Urbanstructure Ltd
MADHUCON,MADHUCON PROJECTS LTD.-$
SYBLY,SYBLY INDUSTRIES LTD.-$
RAJESHEXPO,RAJESH EXPORTS LTD.
ESARIND,ESAAR (INDIA) LTD.
MARIS,MARIS SPINNERS LTD.-$
INDERGR,INDERGIRI FINANCE LTD.
SKRABUL,SHUKRA BULLIONS LTD.
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.
STEP2COR,STEP TWO CORPORATION LTD.
ORIENTTR,ORIENT TRADELINK LTD.
MAHANIN,MAHAN INDUSTRIES LTD.
VIKASPROP,Vikas Proppant & Granite Ltd
DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.
ACESOFT,ACE SOFTWARE EXPORTS LTD.-$
SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD.
HATSUN,HATSUN AGRO PRODUCT LTD.
ACCEDERE,Accedere Ltd
JYOTHI,JYOTHI INFRAVENTURES LTD.
RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$
MAINFRA,MARUTI INFRASTRUCTURE LTD.
KOBO,Kobo Biotech Ltd-$
JINDWORLD,JINDAL WORLDWIDE LTD.
SOMANYCERA,SOMANY CERAMICS LTD.
JHACC,JHAVERI CREDITS & CAPITAL LTD.
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.
DRL,Disha Resources Ltd
CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.
ASHUTPM,ASHUTOSH PAPER MILLS LTD.
SANJIVIN,SANJIVANI PARANTERAL LTD.
VASINFRA,VAS INFRASTRUCTURE LTD.
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.
BERYLSE,BERYL SECURITIES LTD.
RAP,RAP MEDIA LTD.
DEVINE,DEVINE IMPEX LTD.
BAMPSL,BAMPSL SECURITIES LTD.
GENPHARMA,Genpharmasec Ltd
INCON,INCON ENGINEERS LTD.
CGCL,Capri Global Capital Limited
FDC,FDC LTD.
GOGIACAP,Gogia Capital Services Limited
GORANIN,GORANI INDUSTRIES LTD.
KGPETRO,KG PETROCHEM LTD.
UFMINDL,UFM INDUSTRIES LTD.
STARCOM,Starcom Information Technology Ltd
COUNCODOS,COUNTRY CONDO'S LTD.
OROSMITHS,OROSIL SMITHS INDIA LTD.-$
TEJASSVI,Tejassvi Aaharam Ltd
LINCOLN,LINCOLN PHARMACEUTICALS LTD.
SILVOAK,SILVER OAK (INDIA) LTD.
PRAVEG,Praveg Ltd
SURAJLTD,SURAJ LTD.-$
SICL,Suvidha Infraestate Corporation Limited
MARICO,MARICO LTD.
TOKYOFIN,TOKYO FINANCE LTD.
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.
HITTCO,HITTCO TOOLS LTD.
RRMETAL,RR MetalMakers India Ltd
VISIONCO,VISION CORPORATION LTD.
BISIL,Bisil Plast Limited
INANISEC,INANI SECURITIES LTD.
ANKIN,ANKA INDIA LTD.
ARISINT,ARIS INTERNATIONAL LTD.
AMERISE,Amerise Biosciences Ltd
PRITHVIEXCH,Prithvi Exchange (India) Ltd
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.
RAINBOWF,RAINBOW FOUNDATIONS LTD.
VSDCONF,VSD CONFIN LTD.
TRICOMFRU,Tricom Fruit Products Limited
VIDHIING,Vidhi Specialty Food Ingredients Ltd-$
BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.
GATECH,GACM Technologies Ltd
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.
MENNPIS,MENON PISTONS LTD.
PRISMFN,PRISM FINANCE LTD.
GREENCREST,Greencrest Financial Services Limited
GENNEX,GENNEX LABORATORIES LTD.
HIRAUTO,HIRA AUTOMOBILES LTD.
GINISILK,GINI SILK MILLS LTD.-$
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.
BIOGEN,Biogen Pharmachem Industries Ltd
APOLLOPIPE,Apollo Pipes Ltd
UNJHAFOR,UNJHA FORMULATIONS LTD.
POLYMED,POLY MEDICURE LTD.
SHRADDHA,Shraddha Prime Projects Ltd
KACHCHH,KACHCHH MINERALS LTD.
PADALPO,PADMANABH ALLOYS & POLYMERS LTD.
KACL,Kaiser Corporation Limited
KCLINFRA,KCL Infra Projects Ltd
ATULAUTO,ATUL AUTO LTD.-$
SCANPRO,SCAN PROJECTS LTD.
PRERINFRA,PRERNA INFRABUILD LTD.
METALCO,METAL COATINGS (INDIA) LTD.
SGNTE,SGN TELECOMS LTD.
GANGAPA,GANGA PAPERS INDIA LTD.
TIRSARJ,TIRUPATI SARJAN LTD.
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.
RODIUM,Rodium Realty Limited
NAGTECH,NAGARJUNA AGRI TECH LTD.
NATHUEC,NATURA HUE CHEM LTD.
IECEDU,IEC EDUCATION LTD.
INDUSFINL,Indus Finance Ltd
LAHOTIOV,LAHOTI OVERSEAS LTD.-$
ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$
TRINITYLEA,TRINITY LEAGUE INDIA LTD.
ASTAR,ASIAN STAR CO.LTD.-$
ORIRAIL,Oriental Rail Infrastructure Ltd
JOINDRE,JOINDRE CAPITAL SERVICES LTD.
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.
UNITINT,UNITECH INTERNATIONAL LTD.
SACHEMT,SACHETA METALS LTD.
POPULARES,POPULAR ESTATE MANAGEMENT LTD.
ANJANIFIN,ANJANI FINANCE LTD.
SVAINDIA,SVA INDIA LTD.
REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.
IIL,Integrated Industries Ltd
KHANDSE,KHANDWALA SECURITIES LTD.
SAWABUSI,SAWACA BUSINESS MACHINES LTD.
CCLINTER,CCL INTERNATIONAL LTD.
GALLOPENT,GALLOPS ENTERPRISE LTD.
CROISSANCE,Croissance Ltd
MADHUVEER,Madhuveer Com 18 Network Ltd
GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.
HINDAPL,HINDUSTAN APPLIANCES LTD.
AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.
SARTHAKIND,SARTHAK INDUSTRIES LTD.
SAICAPI,SAI CAPITAL LTD.
BLUECHIP,BLUE CHIP INDIA LTD.
LEXORAA,Lexoraa Industries Ltd
CHADPAP,CHADHA PAPERS LTD.
VERTEX,VERTEX SECURITIES LTD.
RIBATEX,RIBA TEXTILES LTD.
NEWINFRA,Newtime Infrastructure Limited
SHREMETAL,SHREE METALLOYS LTD.
IITLPROJ,IITL PROJECTS LIMITED
HARIGOV,HARI GOVIND INTERNATIONAL LTD.
CHLOGIST,CHARTERED LOGISTICS LTD.
AMBIKCO,AMBIKA COTTON MILLS LTD.
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$
SPECFOOD,SPECTRUM FOODS LTD.
AMRAAGRI,AMRAWORLD AGRICO LTD.
ODYCORP,ODYSSEY CORPORATION LTD.
VUENOW,Vuenow Infratech Ltd
INDCTST,INDUCTO STEEL LTD.
SAMINDUS,SAM INDUSTRIES LTD.
SHVFL,SHREEVATSAA FINANCE & LEASING LTD.
POOJAENT,Vashu Bhagnani Industries Ltd
GRAVITY,GRAVITY (INDIA) LTD.-$
ESPIRE,Espire Hospitality Limited
LCCINFOTEC,LCC INFOTECH LTD.
FILATFASH,FILATEX FASHIONS LTD.
RBGUPTA,R.B.GUPTA FINANCIALS LTD.
SINDHUTRAD,Sindhu Trade Links Limited
UNISTRMU,UNISTAR MULTIMEDIA LTD.
ZENOTECH,ZENOTECH LABORATORIES LTD.
HINDBIO,HINDUSTAN BIO SCIENCES LTD.
FRONTCORP,FRONTLINE CORPORATION LTD.
SWELECTES,Swelect Energy Systems Limited-$
WALLFORT,WALLFORT FINANCIAL SERVICES LTD.
KDDL,KDDL LTD.-$
ADIEXRE,ADINATH EXIM RESOURCES LTD.
ABHICAP,ABHINAV CAPITAL SERVICES LTD.
3BBLACKBIO,3B BlackBio Dx Ltd
SUMUKA,Sumuka Agro Industries Ltd
MONIND,Monind Ltd
SHKALYN,SHRI KALYAN HOLDINGS LTD.
VANDANA,VANDANA KNITWEAR LTD.
EPUJA,Epuja Spiritech Ltd
INDOCITY,INDO-CITY INFOTECH LTD.-$
SBECSUG,SBEC SUGAR LTD.
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.
BSELALGO,BSEL Algo Ltd
RELIABVEN,RELIABLE VENTURES INDIA LTD.
BANKBARODA,BANK OF BARODA
SMCREDT,SMC CREDITS LTD.
MOHITE,Mohite Industries Ltd
ACL,ANDHRA CEMENTS LTD.
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.
WELCORP,Welspun Corp Limited
HOTLSILV,H.S.INDIA LTD.
BANKINDIA,BANK OF INDIA
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.
JOHNPHARMA,Johnson Pharmacare Ltd
GAIL,GAIL (INDIA) LTD.
VAIBHAVGBL,Vaibhav Global Ltd
TRESCON,Trescon Ltd
GUJSTATFIN,Gujarat State Financial Corporation
